motion_model,control_points,candidate_control_points,coverage_fraction,total_seconds,background_std_improvement,background_abs_mean_improvement,background_p95_abs_improvement,vessel_abs_signal_ratio,vessel_contrast_ratio,vessel_edge_strength_ratio,mean_displacement,max_displacement
rigid,70,153,0.4375,34.93763409999519,0.06512063417854044,0.06710394107617444,0.03283515731503926,0.9906903838538621,1.005620758203011,0.9976082233111465,0.18315161917518508,0.8611138834354006
