motion_model,control_points,candidate_control_points,coverage_fraction,total_seconds,background_std_improvement,background_abs_mean_improvement,background_p95_abs_improvement,vessel_abs_signal_ratio,vessel_contrast_ratio,mean_displacement,max_displacement
nonrigid,24,113,0.3125,9.01961830000073,0.09466770934316915,0.125279115374419,0.08445820133871175,1.0085875214311242,0.6629480606804082,0.5991812793647947,3.9732255742176044
