motion_model,control_points,candidate_control_points,coverage_fraction,total_seconds,background_std_improvement,background_abs_mean_improvement,background_p95_abs_improvement,vessel_abs_signal_ratio,vessel_contrast_ratio,vessel_edge_strength_ratio,mean_displacement,max_displacement
nonrigid,70,153,0.4375,35.965404800001124,0.04754124627093764,0.04906215248840196,0.019155531524382378,0.9916894791532299,1.002217106503386,0.9960666475036786,0.32630687532016994,2.9407112883455335
