motion_model,control_points,candidate_control_points,coverage_fraction,total_seconds,background_std_improvement,background_abs_mean_improvement,background_p95_abs_improvement,vessel_abs_signal_ratio,vessel_contrast_ratio,vessel_edge_strength_ratio,mean_displacement,max_displacement
nonrigid,29,113,0.375,10.872901099995943,0.118721497623312,0.14641109169430583,0.11656036178097548,1.0197450973454896,-0.4251175276930439,0.9858605058137474,0.8533665034236386,5.299907368255419
